Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,No,Non-Travel,927,Research & Development,14,1,Life Sciences,1,430,2,Male,94,2,3,Healthcare Representative,3,Single,18837,7749,1,Y,Yes,18,3,3,80,2,6,4,3,0,0,0,0
50,No,Travel_Frequently,282,Sales,4,1,Medical,1,431,4,Male,53,3,3,Manager,1,Divorced,11205,2752,0,Y,No,23,3,1,80,0,28,1,3,13,2,10,11
41,Yes,Travel_Rarely,1259,Human Resources,11,4,Medical,1,432,4,Male,64,2,2,Human Resources,3,Married,11094,10592,3,Y,Yes,22,4,3,80,2,18,0,1,14,1,14,11
40,No,Non-Travel,693,Research & Development,7,3,Other,1,433,4,Female,41,2,1,Healthcare Representative,2,Single,6595,17419,7,Y,No,15,3,3,80,0,18,4,2,18,11,11,16
58,No,Travel_Rarely,427,Human Resources,14,4,Marketing,1,434,1,Female,42,2,3,Manager,1,Married,11592,7426,9,Y,No,18,3,3,80,0,36,3,3,5,3,1,3
47,Yes,Travel_Rarely,1140,Human Resources,4,4,Technical Degree,1,435,4,Female,81,1,3,Human Resources,3,Divorced,8990,7546,7,Y,No,25,4,3,80,1,24,4,4,18,18,13,12
26,No,Travel_Frequently,731,Sales,3,2,Medical,1,436,2,Male,85,1,4,Manager,4,Single,12350,7144,2,Y,Yes,21,4,2,80,0,5,3,1,5,0,0,2
40,No,Travel_Rarely,920,Sales,25,3,Marketing,1,437,2,Female,80,1,4,Sales Representative,1,Married,13339,24044,7,Y,Yes,22,3,3,80,1,17,4,4,3,3,3,1
33,Yes,Travel_Frequently,292,Sales,11,4,Other,1,438,2,Male,84,2,1,Sales Representative,2,Married,14056,14769,0,Y,Yes,21,4,1,80,0,11,2,4,11,5,5,8
29,Yes,Non-Travel,888,Research & Development,22,4,Life Sciences,1,439,2,Female,81,4,1,Research Scientist,4,Married,16243,16019,1,Y,Yes,15,3,3,80,3,9,4,1,2,1,2,2
48,No,Non-Travel,1310,Research & Development,9,2,Human Resources,1,440,1,Female,85,1,4,Manufacturing Director,1,Married,6869,3399,1,Y,No,12,4,3,80,3,26,2,2,22,10,17,11
56,Yes,Travel_Frequently,711,Sales,21,1,Human Resources,1,441,3,Male,75,1,1,Manager,2,Divorced,10713,15077,5,Y,No,14,3,4,80,0,34,4,3,21,11,8,13
26,No,Travel_Rarely,1349,Sales,24,1,Technical Degree,1,442,1,Male,73,3,4,Sales Representative,4,Married,12326,2827,4,Y,Yes,13,4,3,80,0,3,6,1,2,2,1,1
25,No,Travel_Rarely,1340,Research & Development,13,2,Other,1,443,2,Female,64,1,5,Manufacturing Director,4,Single,13271,2707,0,Y,Yes,23,4,3,80,1,4,2,3,3,2,2,1
47,No,Travel_Frequently,1244,Research & Development,1,3,Marketing,1,444,4,Female,74,4,3,Laboratory Technician,3,Married,1601,26426,3,Y,Yes,18,3,3,80,1,28,5,4,19,10,3,7
34,No,Travel_Frequently,1483,Research & Development,15,1,Medical,1,445,3,Male,75,4,5,Manufacturing Director,2,Single,16951,26715,1,Y,Yes,15,4,3,80,1,14,3,3,12,0,10,9
26,No,Travel_Frequently,547,Human Resources,14,5,Marketing,1,446,2,Female,76,1,2,Manager,3,Divorced,13976,19645,1,Y,Yes,19,4,4,80,1,7,6,2,6,4,6,0
49,No,Non-Travel,958,Research & Development,14,4,Medical,1,447,2,Male,58,2,4,Research Director,3,Divorced,6829,18588,2,Y,Yes,12,4,1,80,0,29,2,4,24,14,9,14
33,No,Travel_Rarely,460,Human Resources,16,2,Marketing,1,448,4,Male,67,1,1,Human Resources,2,Single,13142,21020,1,Y,No,18,4,3,80,1,10,5,2,5,4,5,3
46,No,Travel_Frequently,891,Human Resources,3,4,Marketing,1,449,1,Male,98,1,2,Manager,1,Married,11863,25884,9,Y,No,11,4,4,80,3,27,6,1,7,2,7,1
20,Yes,Travel_Rarely,1090,Human Resources,7,3,Life Sciences,1,450,4,Female,39,4,2,Manager,2,Single,4404,26898,1,Y,Yes,15,4,3,80,2,1,5,3,1,1,1,1
39,No,Travel_Frequently,426,Research & Development,19,3,Technical Degree,1,451,3,Female,67,2,2,Laboratory Technician,1,Single,2180,21998,4,Y,No,15,4,3,80,2,20,5,2,14,11,4,9
19,No,Non-Travel,745,Sales,17,3,Technical Degree,1,452,3,Female,51,4,5,Sales Executive,4,Married,12941,14541,4,Y,No,11,3,2,80,2,0,1,2,0,0,0,0
31,Yes,Travel_Rarely,776,Research & Development,17,1,Marketing,1,453,3,Male,37,4,4,Research Director,2,Divorced,12690,10219,3,Y,Yes,14,4,1,80,1,10,5,2,3,1,2,0
33,Yes,Travel_Rarely,601,Human Resources,19,5,Technical Degree,1,454,2,Female,42,1,5,Manager,2,Divorced,9717,4487,9,Y,Yes,14,4,3,80,0,13,3,1,7,7,2,0
48,No,Non-Travel,1360,Sales,25,4,Life Sciences,1,455,4,Female,82,3,3,Sales Representative,4,Divorced,16974,7878,3,Y,Yes,16,4,2,80,2,26,5,1,6,0,4,4
34,Yes,Travel_Frequently,1480,Research & Development,10,1,Technical Degree,1,456,4,Female,98,2,2,Laboratory Technician,3,Single,4661,9689,7,Y,Yes,14,4,2,80,2,13,2,4,7,5,4,4
48,No,Travel_Frequently,653,Human Resources,8,3,Technical Degree,1,457,3,Female,77,2,2,Manager,2,Married,6133,25906,5,Y,Yes,16,4,4,80,3,27,2,2,3,2,1,1
54,Yes,Non-Travel,626,Research & Development,10,3,Life Sciences,1,458,1,Female,84,4,4,Healthcare Representative,4,Divorced,2821,20443,6,Y,Yes,22,3,2,80,1,34,4,3,12,12,6,0
46,No,Non-Travel,1302,Human Resources,13,1,Life Sciences,1,459,4,Male,73,3,3,Manager,4,Married,6265,11407,3,Y,No,12,4,4,80,1,27,5,1,27,8,3,2
38,No,Travel_Frequently,146,Sales,5,1,Other,1,460,3,Female,76,4,5,Manager,4,Single,10801,8127,2,Y,Yes,16,4,3,80,1,19,3,2,13,13,2,13
39,No,Travel_Rarely,1151,Research & Development,12,1,Human Resources,1,461,4,Female,34,3,2,Research Director,4,Married,1767,11355,4,Y,No,20,4,1,80,0,21,5,4,6,5,5,2
54,No,Non-Travel,413,Sales,21,3,Life Sciences,1,462,4,Male,73,4,1,Manager,2,Divorced,17835,26324,2,Y,No,24,4,3,80,0,32,3,1,2,2,0,2
36,No,Non-Travel,828,Human Resources,29,5,Medical,1,463,4,Male,48,2,4,Manager,2,Single,11572,5400,3,Y,No,11,3,2,80,1,17,4,3,0,0,0,0
22,Yes,Travel_Frequently,354,Research & Development,27,4,Life Sciences,1,464,2,Female,56,4,3,Research Scientist,3,Married,7618,16464,3,Y,No,17,3,3,80,1,3,6,2,2,1,0,2
55,No,Travel_Frequently,952,Research & Development,7,2,Life Sciences,1,465,4,Female,91,3,5,Research Director,2,Single,19958,17067,8,Y,Yes,11,3,3,80,3,37,6,1,26,3,2,5
43,No,Travel_Frequently,194,Research & Development,5,2,Medical,1,466,1,Male,46,2,3,Laboratory Technician,4,Divorced,15235,17488,1,Y,Yes,23,3,3,80,0,24,4,4,3,2,2,2
60,Yes,Travel_Rarely,728,Sales,13,3,Marketing,1,467,1,Female,33,1,2,Sales Representative,2,Single,14746,17511,2,Y,Yes,11,3,2,80,3,41,0,3,9,5,9,6
42,Yes,Travel_Frequently,1053,Human Resources,14,5,Technical Degree,1,468,4,Male,30,3,1,Manager,2,Married,6191,10510,2,Y,No,13,4,1,80,2,24,4,1,24,19,23,16
24,No,Travel_Rarely,613,Human Resources,8,3,Medical,1,469,4,Female,72,4,2,Manager,1,Single,17875,12840,3,Y,Yes,17,4,3,80,1,5,4,1,3,3,1,1
20,Yes,Travel_Frequently,1092,Human Resources,28,3,Medical,1,470,4,Female,87,2,1,Manager,2,Divorced,6978,10705,3,Y,Yes,19,4,3,80,0,2,5,2,2,1,2,0
59,No,Travel_Frequently,1417,Research & Development,1,5,Medical,1,471,3,Male,59,4,3,Research Scientist,1,Single,9374,20131,2,Y,No,22,4,1,80,1,38,6,3,24,16,10,10
37,No,Travel_Frequently,1178,Research & Development,20,2,Human Resources,1,472,1,Male,98,3,4,Research Director,2,Single,6992,24824,8,Y,Yes,19,3,2,80,2,15,1,2,14,6,8,1
28,No,Non-Travel,964,Sales,29,4,Technical Degree,1,473,4,Female,47,3,5,Sales Executive,3,Single,18730,10329,2,Y,Yes,22,4,3,80,1,10,5,1,10,10,9,3
56,No,Travel_Rarely,611,Human Resources,27,3,Life Sciences,1,474,2,Male,65,2,2,Manager,2,Single,5606,25882,6,Y,Yes,22,3,4,80,1,35,3,4,30,2,1,24
35,No,Non-Travel,1032,Sales,5,1,Other,1,475,3,Female,64,1,5,Sales Representative,2,Married,11205,5791,8,Y,No,21,4,1,80,3,17,4,4,10,0,10,1
49,Yes,Travel_Rarely,675,Sales,27,3,Marketing,1,476,4,Female,83,3,5,Sales Representative,2,Single,3911,2517,1,Y,No,12,4,4,80,1,27,4,4,24,9,7,16
32,No,Travel_Rarely,590,Research & Development,12,5,Other,1,477,1,Female,80,1,5,Healthcare Representative,4,Divorced,19381,16519,7,Y,No,24,4,1,80,0,10,3,1,9,6,4,1
45,No,Non-Travel,806,Human Resources,12,2,Marketing,1,478,4,Female,36,3,3,Manager,4,Divorced,1800,22895,2,Y,No,15,3,3,80,1,27,4,1,21,0,6,18
59,No,Travel_Frequently,1375,Human Resources,16,2,Technical Degree,1,479,1,Male,63,4,3,Manager,3,Married,3921,16438,7,Y,Yes,25,4,1,80,1,39,1,3,10,6,5,2
19,No,Travel_Rarely,798,Research & Development,18,3,Technical Degree,1,480,1,Male,79,1,2,Healthcare Representative,2,Divorced,18646,20775,8,Y,Yes,12,4,4,80,1,0,3,1,0,0,0,0
33,Yes,Travel_Rarely,1355,Sales,16,4,Technical Degree,1,481,1,Male,82,2,2,Manager,2,Divorced,8184,15188,3,Y,No,21,4,3,80,2,14,5,2,4,2,0,3
34,No,Non-Travel,1076,Research & Development,18,3,Life Sciences,1,482,2,Male,74,2,3,Manufacturing Director,3,Married,18715,20911,5,Y,Yes,24,3,1,80,3,16,4,2,13,5,5,3
49,No,Travel_Rarely,667,Research & Development,19,3,Other,1,483,2,Male,92,4,4,Laboratory Technician,3,Married,19357,9145,0,Y,Yes,21,4,1,80,2,27,4,4,18,13,2,5
37,No,Travel_Rarely,1359,Human Resources,3,5,Technical Degree,1,484,3,Male,54,2,5,Human Resources,1,Single,5735,3060,6,Y,No,21,4,1,80,0,14,2,1,10,3,9,8
24,No,Travel_Frequently,287,Sales,6,3,Technical Degree,1,485,2,Male,59,3,3,Manager,3,Divorced,5547,4766,7,Y,Yes,16,4,4,80,0,5,4,3,3,3,3,3
19,No,Non-Travel,1255,Research & Development,12,1,Medical,1,486,3,Male,93,2,5,Research Director,3,Single,1065,13407,2,Y,Yes,12,3,1,80,2,1,4,4,0,0,0,0
46,No,Non-Travel,1163,Sales,6,1,Technical Degree,1,487,1,Male,49,3,5,Sales Representative,3,Divorced,2003,20050,7,Y,Yes,24,4,3,80,3,28,0,3,22,5,16,4
53,No,Non-Travel,1312,Human Resources,4,5,Life Sciences,1,488,1,Female,97,4,4,Human Resources,1,Married,8855,12590,2,Y,No,13,4,4,80,1,34,2,3,2,1,0,1
45,No,Travel_Frequently,214,Human Resources,17,1,Medical,1,489,3,Male,69,2,4,Manager,4,Divorced,1789,3665,7,Y,No,19,3,4,80,0,27,2,4,12,6,6,1
30,No,Travel_Rarely,757,Research & Development,3,2,Technical Degree,1,490,1,Male,31,1,5,Manufacturing Director,1,Single,17667,24683,6,Y,No,12,4,4,80,0,11,1,2,5,4,0,5
39,No,Non-Travel,660,Human Resources,14,1,Technical Degree,1,491,3,Female,78,3,2,Human Resources,3,Married,2475,10398,6,Y,Yes,20,3,2,80,3,20,0,4,5,3,1,2
46,Yes,Travel_Frequently,685,Human Resources,28,5,Marketing,1,492,3,Male,45,4,4,Human Resources,3,Single,6216,20272,1,Y,Yes,24,4,4,80,1,28,1,2,4,1,0,0
20,Yes,Travel_Rarely,1007,Human Resources,20,1,Other,1,493,4,Male,56,3,4,Human Resources,1,Divorced,2255,2559,3,Y,Yes,13,4,3,80,2,1,1,2,1,1,0,0
47,No,Travel_Frequently,153,Research & Development,28,4,Life Sciences,1,494,2,Male,97,3,3,Research Director,2,Single,6025,6791,6,Y,Yes,19,4,3,80,0,25,0,2,6,5,0,3
22,No,Non-Travel,347,Human Resources,28,2,Other,1,495,1,Male,99,1,2,Human Resources,1,Divorced,2268,17705,5,Y,Yes,25,4,1,80,2,4,5,4,3,0,1,2
42,No,Travel_Frequently,1406,Human Resources,24,2,Technical Degree,1,496,4,Female,50,3,3,Human Resources,4,Married,9202,11919,7,Y,No,13,3,3,80,3,19,3,2,14,14,11,3
52,No,Travel_Frequently,769,Human Resources,22,4,Medical,1,497,4,Male,61,2,4,Human Resources,4,Divorced,7828,8470,5,Y,No,24,4,4,80,3,31,4,4,27,7,12,4
41,No,Non-Travel,422,Research & Development,22,4,Human Resources,1,498,1,Female,53,4,1,Research Scientist,3,Divorced,16417,8859,2,Y,No,17,3,2,80,2,20,5,4,20,9,6,12
54,No,Non-Travel,1188,Human Resources,24,1,Other,1,499,2,Male,38,1,2,Human Resources,4,Single,7490,3822,9,Y,No,16,3,4,80,2,33,2,2,24,4,20,12
27,Yes,Non-Travel,429,Sales,29,2,Medical,1,500,3,Female,45,4,5,Sales Executive,3,Divorced,11347,20192,9,Y,No,21,4,3,80,2,6,5,2,3,2,0,2
